Provider,Anomaly_Score,Anomaly_Flag,PotentialFraud,Fraud_Label
PRV56020,0.4752270045761619,0,No,0
PRV55575,0.4752047617814317,0,No,0
PRV51676,0.475144039602199,0,No,0
PRV56703,0.4751137555022683,0,No,0
PRV56764,0.4750621748105181,0,No,0
PRV57742,0.4750611453299196,0,No,0
PRV55732,0.4750593932333099,0,No,0
PRV51435,0.4750563488470768,0,No,0
PRV54834,0.4749239571623735,0,No,0
PRV52695,0.4749050054286532,0,No,0
PRV52350,0.474855243313924,0,No,0
PRV55409,0.4747903080059638,0,No,0
PRV51786,0.4747903080059638,0,No,0
PRV54693,0.4747833448541774,0,No,0
PRV57682,0.4747287364799227,0,No,0
PRV54796,0.4746847265476123,0,No,0
PRV56406,0.4746730953193712,0,No,0
PRV54379,0.4746005105280295,0,No,0
PRV56754,0.474532366347662,0,No,0
PRV54396,0.4744534455652742,0,No,0
PRV57112,0.4744347463999467,0,No,0
PRV56752,0.4742682479826489,0,No,0
PRV57157,0.4741586727482589,0,No,0
PRV51078,0.4740873985615377,0,No,0
PRV56755,0.4740510848398391,0,No,0
PRV55417,0.4740160746176491,0,No,0
PRV53281,0.4740084532704373,0,No,0
PRV54139,0.4739895355373089,0,No,0
PRV51551,0.4739742854575621,0,No,0
PRV56887,0.4739278169063949,0,No,0
PRV55232,0.4738516971145107,0,No,0
PRV54543,0.4738495227042578,0,Yes,1
PRV53110,0.4738405773044608,0,No,0
PRV53967,0.473817036113382,0,No,0
PRV53212,0.473817036113382,0,No,0
PRV55624,0.473817036113382,0,No,0
PRV56992,0.473817036113382,0,No,0
PRV51211,0.473817036113382,0,No,0
PRV51186,0.473817036113382,0,No,0
PRV52226,0.473817036113382,0,No,0
PRV57640,0.47372855982591,0,No,0
PRV54074,0.4737241805471707,0,Yes,1
PRV53246,0.4737113358924662,0,No,0
PRV54993,0.4736568773975944,0,No,0
PRV53208,0.4736435884827115,0,Yes,1
PRV53992,0.4735076407139475,0,No,0
PRV56720,0.473468923379943,0,No,0
PRV56426,0.4734345380139985,0,No,0
PRV55547,0.4733993988715714,0,No,0
PRV57227,0.4733940177656928,0,No,0
PRV54531,0.4733238161903282,0,No,0
PRV55189,0.4733153494714309,0,No,0
PRV52298,0.4732723376810681,0,No,0
PRV53169,0.4732098929985711,0,No,0
PRV54115,0.4732098929985711,0,No,0
PRV56363,0.4731710756189052,0,No,0
PRV51931,0.4731640758933781,0,No,0
PRV57440,0.4730893296266623,0,No,0
PRV53978,0.4730487821644532,0,No,0
PRV56641,0.4730487821644532,0,No,0
PRV54799,0.4730487821644532,0,No,0
PRV56324,0.4730487821644532,0,No,0
PRV53084,0.4730487821644532,0,No,0
PRV57143,0.4730487821644532,0,No,0
PRV55599,0.4730487821644532,0,No,0
PRV53860,0.4730487821644532,0,No,0
PRV56029,0.4730487821644532,0,No,0
PRV52778,0.4730487821644532,0,No,0
PRV54319,0.4730487821644532,0,No,0
PRV57061,0.4730487821644532,0,No,0
PRV54013,0.4730487821644532,0,No,0
PRV52781,0.4730487821644532,0,No,0
PRV56753,0.4730433889547171,0,No,0
PRV55520,0.473037520456972,0,No,0
PRV52089,0.4730293117498201,0,Yes,1
PRV52300,0.4730242806977816,0,No,0
PRV54963,0.4730056650732533,0,No,0
PRV53335,0.4730034610400784,0,No,0
PRV55959,0.4729388287053941,0,Yes,1
PRV56839,0.472934360881643,0,No,0
PRV55996,0.4729283321775168,0,Yes,1
PRV57617,0.4729033899182392,0,No,0
PRV52990,0.4728652115475341,0,Yes,1
PRV54614,0.4728127314443487,0,No,0
PRV54245,0.4728089778859813,0,No,0
PRV56615,0.4727858912974565,0,No,0
PRV53453,0.4727820300145424,0,No,0
PRV54649,0.4727555915560395,0,Yes,1
PRV51619,0.4727070925989,0,No,0
PRV55424,0.4726741262786542,0,No,0
PRV51774,0.472535372053028,0,No,0
PRV56589,0.4725002974560107,0,No,0
PRV54917,0.4724612175423226,0,No,0
PRV55821,0.4724338699877675,0,Yes,1
PRV55195,0.4724239678514351,0,Yes,1
PRV56142,0.4724019786074607,0,No,0
PRV53951,0.4722998789193422,0,Yes,1
PRV52255,0.4722879615383157,0,No,0
PRV57718,0.4722464477424237,0,No,0
PRV56092,0.4722199412995009,0,No,0
PRV55040,0.4720384465900383,0,No,0
PRV51864,0.4719465252265222,0,No,0
PRV52353,0.4718824781240677,0,No,0
PRV51404,0.4718114072485116,0,No,0
PRV57230,0.47180186464647,0,Yes,1
PRV52399,0.4717573246973778,0,No,0
PRV52188,0.471676992139418,0,No,0
PRV57586,0.4716608358898843,0,No,0
PRV53100,0.4715894230279143,0,No,0
PRV56851,0.471541577436335,0,No,0
PRV56018,0.4714869486636831,0,No,0
PRV54737,0.4714166485330275,0,No,0
PRV57287,0.4713932815750701,0,No,0
PRV52944,0.4713795987036825,0,No,0
PRV52095,0.4713364357886606,0,No,0
PRV56452,0.471278932648687,0,No,0
PRV56278,0.471145619119897,0,No,0
PRV55491,0.4711445162126591,0,No,0
PRV57347,0.4711316126126052,0,No,0
PRV53990,0.4711208931250514,0,No,0
PRV53358,0.4711030729709124,0,No,0
PRV52478,0.4710555829111421,0,No,0
PRV54101,0.4710429112994956,0,No,0
PRV54571,0.4710338924822831,0,No,0
PRV54339,0.4710150891259907,0,No,0
PRV52502,0.4709340731036561,0,Yes,1
PRV54787,0.4708889955719267,0,No,0
PRV54387,0.4708721553442995,0,No,0
PRV54335,0.4708538882758555,0,No,0
PRV55970,0.4708442747347696,0,No,0
PRV52691,0.470754564492136,0,No,0
PRV51738,0.4706984010412388,0,No,0
PRV51056,0.470562658512587,0,No,0
PRV55707,0.4704808713069853,0,No,0
PRV57655,0.4704355629310602,0,No,0
PRV55089,0.4704355629310602,0,No,0
PRV51705,0.4704355629310602,0,No,0
PRV57571,0.4704355629310602,0,No,0
PRV55302,0.4704355629310602,0,No,0
PRV57679,0.4704355629310602,0,No,0
PRV52638,0.4704355629310602,0,No,0
PRV57174,0.4704117842279642,0,No,0
PRV51112,0.4704057188821419,0,No,0
PRV51405,0.470350433604902,0,No,0
PRV56660,0.4702882682274587,0,No,0
PRV53187,0.4702882682274587,0,No,0
PRV51630,0.4702330471545904,0,No,0
PRV51639,0.4702011838274938,0,No,0
PRV57532,0.4701909130985233,0,No,0
PRV55543,0.4701537006012753,0,No,0
PRV57048,0.4701424798319125,0,No,0
PRV53347,0.4700894526546934,0,No,0
PRV57568,0.4700847255885998,0,No,0
PRV53568,0.4700579648520805,0,No,0
PRV56224,0.4699640105919991,0,No,0
PRV52687,0.4699224470459863,0,No,0
PRV57533,0.4698727094918471,0,No,0
PRV55576,0.4698598990294123,0,No,0
PRV56161,0.4697858557803482,0,Yes,1
PRV52499,0.4697508353378255,0,No,0
PRV53620,0.4697136091698557,0,No,0
PRV51533,0.4696324757728583,0,No,0
PRV53413,0.4695931455287017,0,No,0
PRV54149,0.4695106918780242,0,Yes,1
PRV51863,0.4695055203843358,0,No,0
PRV51285,0.4694473530162567,0,No,0
PRV51263,0.46944205869964,0,Yes,1
PRV51281,0.469369610408522,0,No,0
PRV51644,0.4693388308216792,0,No,0
PRV54901,0.4692944621927072,0,No,0
PRV51331,0.4692879569754876,0,No,0
PRV56005,0.4692726529425077,0,No,0
PRV57340,0.4692462882428692,0,No,0
PRV52042,0.4692241082095563,0,No,0
PRV57584,0.469059816658061,0,No,0
PRV52302,0.4689900881795165,0,No,0
PRV54265,0.468983089923305,0,No,0
PRV55858,0.468973723618934,0,No,0
PRV55183,0.468961166936534,0,No,0
PRV54537,0.4689028048217757,0,No,0
PRV56173,0.4688942339136767,0,No,0
PRV54427,0.4688879464615672,0,No,0
PRV55203,0.4688769177028627,0,No,0
PRV52115,0.4688472074272629,0,Yes,1
PRV52396,0.4687719459927982,0,Yes,1
PRV55822,0.468738274620796,0,No,0
PRV55873,0.4687255550316388,0,No,0
PRV57561,0.4687074312793792,0,No,0
PRV53206,0.4687056249753479,0,No,0
PRV52633,0.4686746305139578,0,No,0
PRV53309,0.4686041311504368,0,No,0
PRV57127,0.4684196567940988,0,No,0
PRV56892,0.4684038847698913,0,No,0
PRV53141,0.4683552585613696,0,No,0
PRV53429,0.468351711043054,0,No,0
PRV52559,0.4683432496659458,0,No,0
PRV51138,0.4683128999318771,0,No,0
PRV54633,0.4682814742247227,0,No,0
PRV51348,0.4682511567356549,0,No,0
PRV54134,0.4682488401079002,0,No,0
PRV51637,0.468225930775371,0,No,0
PRV55242,0.468182974176307,0,No,0
PRV56725,0.4681571819103281,0,No,0
PRV56367,0.4681342333621936,0,No,0
PRV54426,0.4681242136825133,0,No,0
PRV53150,0.4681168404189682,0,No,0
PRV53662,0.4680922915262458,0,No,0
PRV51173,0.4680673579242483,0,Yes,1
PRV57590,0.4680413611908102,0,No,0
PRV55381,0.4679950414578909,0,No,0
PRV52348,0.4679814570969441,0,No,0
PRV51725,0.4679381664587135,0,No,0
PRV53062,0.4679381664587135,0,No,0
PRV54181,0.4679381664587135,0,No,0
PRV57132,0.4678932572739428,0,No,0
PRV54354,0.4678632594964648,0,Yes,1
PRV56850,0.467845636790049,0,No,0
PRV51632,0.4678240060184754,0,No,0
PRV55489,0.4677820708447369,0,No,0
PRV56456,0.4677099776642585,0,No,0
PRV57312,0.4676368222525047,0,Yes,1
PRV55164,0.4676339086432943,0,No,0
PRV56091,0.4676219208405797,0,No,0
PRV52791,0.4676219208405797,0,No,0
PRV55578,0.4676219208405797,0,No,0
PRV55895,0.4676219208405797,0,Yes,1
PRV55400,0.4676219208405797,0,No,0
PRV57265,0.4676219208405797,0,No,0
PRV53718,0.4676219208405797,0,No,0
PRV55787,0.4676219208405797,0,No,0
PRV53643,0.4676219208405797,0,No,0
PRV53661,0.4676219208405797,0,No,0
PRV56318,0.4676219208405797,0,No,0
PRV52261,0.4676219208405797,0,No,0
PRV54187,0.4676219208405797,0,No,0
PRV57210,0.4675930555203119,0,Yes,1
PRV54635,0.4675868164220803,0,No,0
PRV54377,0.4674614103827261,0,No,0
PRV57565,0.4674028714895142,0,No,0
PRV56777,0.4673481132249799,0,No,0
PRV53768,0.4673340730583709,0,No,0
PRV52796,0.4672844766077487,0,No,0
PRV56263,0.4671544932968246,0,No,0
PRV51261,0.4670761008629585,0,No,0
PRV54735,0.4670499074840563,0,No,0
PRV51328,0.4670383603865713,0,No,0
PRV56868,0.4670221156713443,0,No,0
PRV52081,0.4669887719581619,0,No,0
PRV56483,0.4669789975262842,0,No,0
PRV51089,0.4669783684943746,0,No,0
PRV51025,0.466943593594377,0,No,0
PRV52473,0.4669381671265903,0,No,0
PRV55929,0.4669316063668296,0,No,0
PRV52717,0.4669304182813193,0,No,0
PRV52317,0.4669172196186683,0,No,0
PRV56432,0.4667862016062379,0,No,0
PRV52417,0.4667734060603936,0,No,0
PRV55057,0.4667570759546932,0,Yes,1
PRV56218,0.4666658602065568,0,No,0
PRV54924,0.4666263195621459,0,No,0
PRV53238,0.4665780386906516,0,No,0
PRV53045,0.466533328731364,0,No,0
PRV55226,0.4665094312052525,0,No,0
PRV52892,0.4665094188552313,0,No,0
PRV57309,0.46650174694892,0,No,0
PRV52926,0.4664186244979084,0,No,0
PRV54696,0.4664176162898208,0,No,0
PRV52145,0.4664175426628816,0,No,0
PRV53192,0.4663920330943309,0,No,0
PRV56584,0.4663797303944383,0,No,0
PRV52054,0.4662322060464557,0,No,0
PRV54226,0.4662019099171058,0,No,0
PRV54832,0.4661870565783098,0,Yes,1
PRV56989,0.4661817273788431,0,No,0
PRV57747,0.4661817273788431,0,No,0
PRV52694,0.4661817273788431,0,No,0
PRV54123,0.4661817273788431,0,No,0
PRV57758,0.4661817273788431,0,No,0
PRV57615,0.4661817273788431,0,No,0
PRV52398,0.4661458255955932,0,No,0
PRV53381,0.4661153330921393,0,No,0
PRV56474,0.4661059522113133,0,No,0
PRV52922,0.4660957976475936,0,No,0
PRV51443,0.4660421285066528,0,No,0
PRV52201,0.4659816230857728,0,No,0
PRV54596,0.4659789413547178,0,No,0
PRV53258,0.4659636336816345,0,No,0
PRV55637,0.4658596114586853,0,No,0
PRV56087,0.4658596114586853,0,No,0
PRV54420,0.4658596114586853,0,No,0
PRV53501,0.4658596114586853,0,No,0
PRV52797,0.4658596114586853,0,No,0
PRV52586,0.4658596114586853,0,No,0
PRV57755,0.4658596114586853,0,No,0
PRV52669,0.4658596114586853,0,No,0
PRV57386,0.4658596114586853,0,No,0
PRV54905,0.4658336790145029,0,No,0
PRV51302,0.4657778128629339,0,No,0
PRV51040,0.4657047844774916,0,No,0
PRV51536,0.465696823647917,0,No,0
PRV54342,0.4656642064739074,0,No,0
PRV51436,0.4656554316133771,0,No,0
PRV57311,0.4656404103534372,0,No,0
PRV52074,0.4655737771568112,0,No,0
PRV51447,0.4655623830652876,0,Yes,1
PRV53775,0.4655435156922622,0,No,0
PRV53239,0.4655429616273845,0,No,0
PRV55539,0.4655196405751954,0,No,0
PRV54384,0.46550446020864,0,No,0
PRV54225,0.4655018492121329,0,Yes,1
PRV53405,0.4654598465371093,0,No,0
PRV57231,0.4654122642293173,0,No,0
PRV51468,0.4654039839258953,0,No,0
PRV54845,0.4653481362747625,0,Yes,1
PRV57647,0.4653130950151243,0,No,0
PRV55633,0.4652951032310189,0,No,0
PRV51274,0.465221864001049,0,No,0
PRV56449,0.4652150745751818,0,No,0
PRV51957,0.4652076843087537,0,No,0
PRV56778,0.4651978168246999,0,No,0
PRV52112,0.4651108594406515,0,No,0
PRV53989,0.4650686639163008,0,No,0
PRV52592,0.4650213941031586,0,No,0
PRV56352,0.4649493964789166,0,No,0
PRV55564,0.4649018713516659,0,No,0
PRV52667,0.4649018713516659,0,No,0
PRV51363,0.4649018713516659,0,No,0
PRV51787,0.4649018713516659,0,No,0
PRV54027,0.4648896143112907,0,No,0
PRV55780,0.464854468724438,0,No,0
PRV51657,0.464800939781579,0,No,0
PRV51887,0.4647625947729108,0,No,0
PRV52786,0.4647625947729108,0,No,0
PRV53724,0.4647625947729108,0,No,0
PRV55010,0.4647347290078948,0,Yes,1
PRV55335,0.4647278415659675,0,No,0
PRV54238,0.4646346860367514,0,No,0
PRV54197,0.464521284343077,0,No,0
PRV54209,0.4645064553783162,0,Yes,1
PRV52469,0.4644972093095688,0,No,0
PRV52325,0.4644665336326851,0,Yes,1
PRV51553,0.464423186462312,0,No,0
PRV54559,0.4643849745936362,0,No,0
PRV51357,0.4643444275335226,0,Yes,1
PRV52094,0.4642817540346822,0,No,0
PRV54065,0.4642651780759148,0,Yes,1
PRV52149,0.4642088239611976,0,No,0
PRV54589,0.4642042033716465,0,No,0
PRV54779,0.4641495131397652,0,No,0
PRV56860,0.4641259381184563,0,No,0
PRV51058,0.4640937425900828,0,No,0
PRV54208,0.4640177158447143,0,No,0
PRV54934,0.4639723555252922,0,No,0
PRV51419,0.463941204199508,0,No,0
PRV51932,0.4638915785898988,0,No,0
PRV57176,0.463807074444758,0,No,0
PRV56264,0.4637669921727023,0,No,0
PRV54997,0.4637106609340107,0,No,0
PRV57379,0.4636838321932693,0,No,0
PRV54562,0.4636290946639738,0,No,0
PRV55519,0.4636102297508671,0,Yes,1
PRV54296,0.4635471682554484,0,No,0
PRV52588,0.4634951940314086,0,No,0
PRV52162,0.4634127301496683,0,No,0
PRV57389,0.4634050954345204,0,No,0
PRV57033,0.4634009040870618,0,No,0
PRV52742,0.4633934933867609,0,No,0
PRV54072,0.4633821922785817,0,No,0
PRV52381,0.4632722549000677,0,No,0
PRV54651,0.4632482377105048,0,Yes,1
PRV57234,0.4631903989311837,0,No,0
PRV55704,0.4631511747957597,0,No,0
PRV54409,0.4630985519224997,0,No,0
PRV57525,0.4630531645698567,0,Yes,1
PRV55638,0.4629778361559,0,No,0
PRV52476,0.4629556961683103,0,No,0
PRV53350,0.4628328480995217,0,No,0
PRV52387,0.4627839842077551,0,No,0
PRV54644,0.4627789608544882,0,Yes,1
PRV51944,0.4627706904725336,0,No,0
PRV52566,0.4626974036234905,0,No,0
PRV51855,0.46269188783909,0,No,0
PRV51046,0.4626456508946466,0,No,0
PRV56710,0.4626272844735866,0,No,0
PRV56607,0.4625884207163502,0,No,0
PRV52192,0.4625858747162247,0,No,0
PRV57593,0.4625586499299933,0,No,0
PRV53635,0.4625182905833321,0,No,0
PRV53994,0.4625169235423087,0,No,0
PRV51602,0.4624842310774736,0,No,0
PRV53910,0.4624363918914919,0,No,0
PRV56237,0.4623877952597569,0,No,0
PRV54378,0.4622814805992685,0,No,0
PRV57301,0.4622309866299818,0,No,0
PRV56796,0.4622295193989595,0,No,0
PRV57519,0.4622040008751115,0,No,0
PRV55837,0.4621869820433462,0,No,0
PRV55871,0.4621186509019146,0,No,0
PRV55555,0.46210761260966,0,No,0
PRV54041,0.4620960002942951,0,No,0
PRV56080,0.4620874574341007,0,No,0
PRV54388,0.462044473682325,0,Yes,1
PRV57597,0.46201688673814,0,No,0
PRV51222,0.4620148267403498,0,No,0
PRV55006,0.4619937977918803,0,No,0
PRV57717,0.4619840473599019,0,No,0
PRV55955,0.4619141190550639,0,No,0
PRV52181,0.461818010663178,0,Yes,1
PRV51349,0.4617710426526126,0,No,0
PRV51579,0.4617512887468952,0,No,0
PRV55567,0.4616904518762816,0,No,0
PRV57367,0.4616807681286838,0,No,0
PRV53313,0.4616738796418551,0,No,0
PRV55240,0.4616385667709557,0,No,0
PRV52921,0.4616362858388873,0,No,0
PRV55179,0.4614517439687615,0,No,0
PRV52753,0.4614480993192474,0,No,0
PRV57737,0.4614480993192474,0,No,0
PRV56239,0.4614406091168364,0,No,0
PRV55243,0.4614341285923093,0,No,0
PRV51297,0.4614297086049804,0,No,0
PRV51406,0.4613795844050415,0,No,0
PRV53647,0.4613303755364977,0,No,0
PRV55348,0.4613303755364977,0,No,0
PRV56746,0.4613221297932624,0,No,0
PRV56247,0.4611654396261103,0,No,0
PRV54952,0.4611456450122398,0,Yes,1
PRV55972,0.4611378170706512,0,No,0
PRV56675,0.4610987009435247,0,No,0
PRV54213,0.461051047317156,0,No,0
PRV52497,0.4610122654206132,0,Yes,1
PRV52230,0.4609826301246623,0,No,0
PRV52661,0.4609712828730306,0,No,0
PRV56775,0.4609708960982392,0,No,0
PRV57031,0.4609580912847846,0,No,0
PRV57569,0.4609206145544965,0,Yes,1
PRV54206,0.4608941770623045,0,No,0
PRV56410,0.4608927121004974,0,No,0
PRV53928,0.4608538361911846,0,No,0
PRV51876,0.4608154538382009,0,Yes,1
PRV53161,0.4607453014567269,0,No,0
PRV53124,0.4607182995452074,0,No,0
PRV52029,0.4606966005992637,0,No,0
PRV52565,0.4606635600905561,0,No,0
PRV56890,0.4606614705999979,0,No,0
PRV57331,0.460651930321818,0,No,0
PRV53586,0.4606494720488181,0,No,0
PRV53443,0.4605948571177086,0,No,0
PRV51300,0.4605885601904054,0,No,0
PRV51583,0.4605754043192631,0,No,0
PRV57358,0.4605636211428275,0,No,0
PRV52393,0.4605622119803756,0,No,0
PRV55178,0.4605196257693548,0,No,0
PRV53432,0.4604833312239013,0,No,0
PRV56015,0.4604779943863945,0,No,0
PRV56148,0.4604430678578953,0,No,0
PRV57662,0.4604267857336531,0,No,0
PRV55714,0.4604132603672654,0,No,0
PRV55848,0.4603968141783377,0,No,0
PRV55094,0.4602852123945035,0,No,0
PRV53005,0.460277547315825,0,Yes,1
PRV56613,0.4602508885735658,0,No,0
PRV52836,0.4601865327465951,0,No,0
PRV51949,0.4601714790998192,0,No,0
PRV55981,0.4601209485307987,0,No,0
PRV55709,0.460114963239835,0,No,0
PRV56470,0.460089101475616,0,No,0
PRV56680,0.4600398416155663,0,No,0
PRV53686,0.4600005788641356,0,No,0
PRV53383,0.4599965125780065,0,No,0
PRV51470,0.4599779760798848,0,No,0
PRV53343,0.4599507187948649,0,No,0
PRV51388,0.4599086482579982,0,No,0
PRV53892,0.4598996203809799,0,No,0
PRV52956,0.4598713762497015,0,No,0
PRV52450,0.4598404672288187,0,No,0
PRV55258,0.4598296646061284,0,No,0
PRV53444,0.4598155818124206,0,No,0
PRV52144,0.4598003588804412,0,No,0
PRV56751,0.4597940671998121,0,No,0
PRV51240,0.4597919652633976,0,No,0
PRV56793,0.4597901205175584,0,No,0
PRV51623,0.4597766540680719,0,No,0
PRV54579,0.4597605342113716,0,No,0
PRV56403,0.4597452116679165,0,Yes,1
PRV54831,0.4597402081579788,0,No,0
PRV53245,0.4597373331474821,0,Yes,1
PRV54873,0.4597276126809469,0,No,0
PRV55914,0.4596676014017344,0,Yes,1
PRV56856,0.4596604969241731,0,No,0
PRV56877,0.4596487664967904,0,Yes,1
PRV57572,0.4595930164527338,0,No,0
PRV54726,0.4595834310326005,0,No,0
PRV54682,0.4595147948181747,0,No,0
PRV51869,0.4595070895209804,0,No,0
PRV53950,0.4594944210461912,0,No,0
PRV53172,0.4594859007738626,0,No,0
PRV51966,0.4594859007738626,0,No,0
PRV52109,0.459326599098197,0,No,0
PRV57188,0.4593052246725723,0,No,0
PRV56467,0.4592476066706599,0,No,0
PRV52119,0.4591401137637342,0,Yes,1
PRV55751,0.4591329645265748,0,No,0
PRV56305,0.4591287619940616,0,No,0
PRV53216,0.4590835598655948,0,No,0
PRV55026,0.4590549708326364,0,No,0
PRV56711,0.4589957094285514,0,Yes,1
PRV53473,0.4589772893776516,0,No,0
PRV55490,0.4589720842513686,0,No,0
PRV51467,0.458929917592062,0,No,0
PRV56724,0.4588082023077355,0,No,0
PRV53109,0.4587254874526146,0,No,0
PRV53178,0.4587086140088468,0,No,0
PRV57677,0.4586693899211399,0,No,0
PRV55027,0.4586549042765247,0,Yes,1
PRV51304,0.4586282601480814,0,No,0
PRV51550,0.4585845739016431,0,No,0
PRV52405,0.4584854416910355,0,No,0
PRV56830,0.4584686089370729,0,No,0
PRV51941,0.4584300331273432,0,No,0
PRV54026,0.458418387559947,0,No,0
PRV54717,0.458418387559947,0,No,0
PRV51290,0.4582973834239656,0,No,0
PRV54000,0.4582611186779949,0,No,0
PRV54686,0.4581827152881613,0,No,0
PRV54990,0.4581601410099506,0,No,0
PRV51422,0.4581600101151218,0,No,0
PRV51007,0.4581111341194623,0,No,0
PRV57105,0.4580953589533592,0,No,0
PRV56039,0.4580545087188133,0,No,0
PRV51048,0.4580529478231848,0,No,0
PRV54117,0.4579928343818015,0,No,0
PRV51605,0.4579835472384398,0,No,0
PRV54890,0.4579365508254748,0,No,0
PRV51434,0.4579339178250754,0,Yes,1
PRV52312,0.4579087090185323,0,No,0
PRV57654,0.4578333975337859,0,No,0
PRV54251,0.4578099456248088,0,No,0
PRV57211,0.4577921895820279,0,No,0
PRV57280,0.4577805320383715,0,No,0
PRV53047,0.4577780174466193,0,No,0
PRV53103,0.4577518468638555,0,No,0
PRV51556,0.4577348649990458,0,No,0
PRV53292,0.4576533008653429,0,No,0
PRV57434,0.4576502998683919,0,No,0
PRV54223,0.4576432537173802,0,No,0
PRV57124,0.4575328768043207,0,No,0
PRV55031,0.4575220235024789,0,No,0
PRV56238,0.4575068759660066,0,No,0
PRV56772,0.457485316238681,0,No,0
PRV53272,0.4574725351635935,0,No,0
PRV52177,0.4574325264156864,0,No,0
PRV51609,0.4573890704098293,0,No,0
PRV52677,0.4573869362870732,0,No,0
PRV55803,0.4573869362870732,0,No,0
PRV54172,0.4573869362870732,0,No,0
PRV53749,0.457374770161376,0,Yes,1
PRV57120,0.4573725530150208,0,No,0
PRV52408,0.4573369569768903,0,No,0
PRV55246,0.4573168825279143,0,No,0
PRV56769,0.457314948735839,0,No,0
PRV52670,0.4573077197578996,0,No,0
PRV57025,0.4573021540769749,0,Yes,1
PRV53947,0.4572286179855612,0,No,0
PRV55344,0.4572256764107708,0,No,0
PRV56156,0.4571489663987687,0,No,0
PRV56283,0.4571323362561894,0,No,0
PRV52092,0.4570585928995998,0,No,0
PRV51432,0.4570343121579048,0,No,0
PRV55442,0.4570051759860459,0,No,0
PRV55237,0.4568945999025832,0,No,0
PRV56578,0.4568589343211223,0,No,0
PRV56256,0.4568405477667273,0,No,0
PRV53277,0.456821328004149,0,Yes,1
PRV52773,0.4568113307074387,0,No,0
PRV54424,0.4568113307074387,0,No,0
PRV52525,0.4568113307074387,0,No,0
PRV54180,0.4568113307074387,0,No,0
PRV57731,0.4568113307074387,0,No,0
PRV56391,0.4568113307074387,0,No,0
PRV52799,0.4568113307074387,0,No,0
PRV55989,0.4568113307074387,0,No,0
PRV52756,0.4567860774114508,0,No,0
PRV55650,0.4567860774114508,0,No,0
PRV53352,0.4567800109264111,0,No,0
PRV51360,0.4567362295803687,0,No,0
PRV56742,0.4567228814375489,0,No,0
PRV53664,0.4566642044701627,0,No,0
PRV55087,0.4566466257861161,0,No,0
PRV53189,0.4566461154186009,0,No,0
PRV55957,0.456585734374179,0,Yes,1
PRV56316,0.4565757656460744,0,No,0
PRV51252,0.4565757438721368,0,No,0
PRV54909,0.4565438369439113,0,No,0
PRV57324,0.4565438043972283,0,No,0
PRV54664,0.4565420322158376,0,No,0
PRV56722,0.4565381255364111,0,No,0
PRV51128,0.4565375563763109,0,No,0
PRV54694,0.4565267795096777,0,No,0
PRV53452,0.4565144502348485,0,No,0
PRV56773,0.456514200371857,0,No,0
PRV54886,0.4564969657387292,0,No,0
PRV51970,0.4564849494380968,0,No,0
PRV51052,0.4564814112192867,0,Yes,1
PRV56598,0.4564773115916211,0,No,0
PRV51055,0.4564434192507025,0,No,0
PRV52564,0.4564151038777524,0,No,0
PRV52175,0.4564106974789216,0,No,0
PRV57142,0.4563845778983977,0,No,0
PRV51379,0.4563830406946161,0,No,0
PRV54216,0.4563794290017221,0,No,0
PRV52570,0.4563636146065474,0,No,0
PRV57034,0.4563239805508949,0,No,0
PRV51946,0.456285595954559,0,No,0
PRV52706,0.4562466477763583,0,No,0
PRV53373,0.4562173281324193,0,No,0
PRV53997,0.4561570687090868,0,No,0
PRV55216,0.4561546925565544,0,No,0
PRV52540,0.456111662033441,0,No,0
PRV54703,0.4560753362161097,0,No,0
PRV55377,0.4560264974425844,0,No,0
PRV53074,0.4559308560303575,0,No,0
PRV55739,0.4559241223200809,0,No,0
PRV51023,0.4559208349527816,0,No,0
PRV53032,0.4558690960834289,0,No,0
PRV54257,0.4558290342854652,0,No,0
PRV56745,0.4557943422038292,0,No,0
