Provider,TotalClaims,AnomalousClaims,AverageRiskScore,MaximumRiskScore,PotentialFraud,AnomalyRate
PRV53868,28,0,3.12,10.11,No,0.0
PRV55507,87,0,3.12,11.03,No,0.0
PRV57583,14,0,3.12,7.97,No,0.0
PRV52471,8,0,3.11,6.08,No,0.0
PRV52920,17,0,3.11,12.48,No,0.0
PRV53770,253,0,3.11,12.92,No,0.0
PRV53873,82,0,3.11,15.35,No,0.0
PRV54409,19,0,3.11,13.72,No,0.0
PRV56184,18,0,3.11,9.12,No,0.0
PRV56524,3,0,3.11,5.55,No,0.0
PRV57373,2,0,3.11,5.97,No,0.0
PRV57402,1,0,3.11,3.11,No,0.0
PRV51086,139,0,3.1,13.6,No,0.0
PRV51469,28,0,3.1,12.05,No,0.0
PRV51862,20,0,3.1,12.19,No,0.0
PRV52163,62,0,3.1,14.95,No,0.0
PRV52257,15,0,3.1,8.62,No,0.0
PRV52473,4,0,3.1,4.43,No,0.0
PRV52851,37,0,3.1,10.7,No,0.0
PRV53272,24,0,3.1,11.6,No,0.0
PRV55418,9,0,3.1,8.79,No,0.0
PRV55586,2,0,3.1,4.26,No,0.0
PRV55596,32,0,3.1,11.64,No,0.0
PRV55859,15,0,3.1,6.86,No,0.0
PRV56928,32,0,3.1,11.4,No,0.0
PRV57225,178,0,3.1,15.18,No,0.0
PRV57731,2,0,3.1,3.25,No,0.0
PRV51713,13,0,3.09,8.69,No,0.0
PRV52075,5,0,3.09,9.18,No,0.0
PRV52127,15,0,3.09,7.75,No,0.0
PRV53095,4,0,3.09,5.53,No,0.0
PRV53222,45,0,3.09,11.18,No,0.0
PRV53759,56,0,3.09,10.54,No,0.0
PRV54382,257,0,3.09,14.51,Yes,0.0
PRV54725,116,0,3.09,12.46,No,0.0
PRV55665,1,0,3.09,3.09,No,0.0
PRV56538,23,0,3.09,13.07,No,0.0
PRV56765,22,0,3.09,13.18,No,0.0
PRV57210,43,0,3.09,10.31,Yes,0.0
PRV51228,5,0,3.08,6.12,No,0.0
PRV51644,24,0,3.08,9.28,No,0.0
PRV51750,3,0,3.08,8.3,No,0.0
PRV52224,41,0,3.08,14.18,No,0.0
PRV54310,7,0,3.08,10.31,No,0.0
PRV54573,22,0,3.08,13.59,No,0.0
PRV55203,25,0,3.08,11.38,No,0.0
PRV55917,50,0,3.08,15.13,No,0.0
PRV56018,72,0,3.08,13.48,No,0.0
PRV56585,7,0,3.08,7.44,No,0.0
PRV51474,71,0,3.07,11.76,No,0.0
PRV51779,24,0,3.07,14.62,No,0.0
PRV51999,17,0,3.07,13.69,No,0.0
PRV53288,43,0,3.07,11.9,No,0.0
PRV55775,14,0,3.07,14.84,No,0.0
PRV51819,3,0,3.06,4.45,No,0.0
PRV51922,24,0,3.06,13.57,No,0.0
PRV51958,29,0,3.06,10.77,No,0.0
PRV52668,7,0,3.06,6.03,No,0.0
PRV53525,2,0,3.06,5.52,No,0.0
PRV53685,45,0,3.06,11.33,No,0.0
PRV54661,19,0,3.06,10.28,No,0.0
PRV55275,54,0,3.06,8.21,No,0.0
PRV55764,29,0,3.06,14.76,No,0.0
PRV57109,86,0,3.06,11.51,No,0.0
PRV51024,39,0,3.05,11.2,No,0.0
PRV51602,39,0,3.05,10.4,No,0.0
PRV52518,51,0,3.05,11.42,No,0.0
PRV52971,3,0,3.05,4.66,No,0.0
PRV53169,4,0,3.05,6.19,No,0.0
PRV54773,34,0,3.05,9.16,No,0.0
PRV56119,11,0,3.05,6.39,No,0.0
PRV56161,47,0,3.05,12.58,Yes,0.0
PRV56291,36,0,3.05,12.23,No,0.0
PRV57736,12,0,3.05,14.12,No,0.0
PRV51639,29,0,3.04,11.61,No,0.0
PRV51871,30,0,3.04,9.05,No,0.0
PRV51891,3,0,3.04,7.52,No,0.0
PRV51928,30,0,3.04,14.8,No,0.0
PRV52501,19,0,3.04,13.91,No,0.0
PRV53177,16,0,3.04,12.54,No,0.0
PRV54660,24,0,3.04,9.06,No,0.0
PRV55278,45,0,3.04,10.65,No,0.0
PRV55763,10,0,3.04,14.61,No,0.0
PRV56185,7,0,3.04,4.8,No,0.0
PRV56750,11,0,3.04,6.68,No,0.0
PRV56774,1,0,3.04,3.04,No,0.0
PRV57067,18,0,3.04,9.6,No,0.0
PRV51751,2,0,3.03,4.86,No,0.0
PRV51774,3,0,3.03,6.03,No,0.0
PRV51802,24,0,3.03,11.45,No,0.0
PRV51917,11,0,3.03,11.0,No,0.0
PRV53206,3,0,3.03,6.51,No,0.0
PRV54252,17,0,3.03,8.92,No,0.0
PRV55408,16,0,3.03,10.14,No,0.0
PRV55499,33,0,3.03,13.7,No,0.0
PRV55720,11,0,3.03,6.59,No,0.0
PRV57326,5,0,3.03,5.18,No,0.0
PRV57568,47,0,3.03,11.92,No,0.0
PRV51383,77,0,3.02,14.74,No,0.0
PRV51627,26,0,3.02,11.18,No,0.0
PRV51647,12,0,3.02,9.18,No,0.0
PRV52755,11,0,3.02,8.6,No,0.0
PRV52929,35,0,3.02,12.06,No,0.0
PRV54717,3,0,3.02,5.08,No,0.0
PRV55322,28,0,3.02,15.19,No,0.0
PRV55356,27,0,3.02,12.1,No,0.0
PRV55607,1,0,3.02,3.02,No,0.0
PRV55790,5,0,3.02,4.67,No,0.0
PRV57761,82,0,3.02,13.79,No,0.0
PRV51212,15,0,3.01,9.19,No,0.0
PRV51298,100,0,3.01,12.28,No,0.0
PRV51754,9,0,3.01,9.08,No,0.0
PRV52187,27,0,3.01,13.38,No,0.0
PRV52209,8,0,3.01,5.68,No,0.0
PRV52647,75,0,3.01,14.95,No,0.0
PRV52868,110,0,3.01,13.82,Yes,0.0
PRV53048,7,0,3.01,5.26,No,0.0
PRV53252,77,0,3.01,13.0,No,0.0
PRV55434,40,0,3.01,10.69,No,0.0
PRV56034,13,0,3.01,8.61,No,0.0
PRV56514,6,0,3.01,3.53,No,0.0
PRV56818,20,0,3.01,9.05,No,0.0
PRV57450,11,0,3.01,11.38,No,0.0
PRV51534,1,0,3.0,3.0,No,0.0
PRV51638,4,0,3.0,5.9,No,0.0
PRV52725,42,0,3.0,10.05,No,0.0
PRV52835,57,0,3.0,12.37,No,0.0
PRV53055,80,0,3.0,12.85,No,0.0
PRV53354,18,0,3.0,6.5,No,0.0
PRV54053,1,0,3.0,3.0,No,0.0
PRV54343,17,0,3.0,7.96,No,0.0
PRV54354,100,0,3.0,14.58,Yes,0.0
PRV54799,1,0,3.0,3.0,No,0.0
PRV55144,2,0,3.0,3.72,No,0.0
PRV55464,29,0,3.0,12.85,No,0.0
PRV55480,42,0,3.0,15.45,No,0.0
PRV56189,6,0,3.0,5.51,No,0.0
PRV56264,51,0,3.0,10.73,No,0.0
PRV56589,24,0,3.0,13.53,No,0.0
PRV56769,23,0,3.0,7.99,No,0.0
PRV57446,8,0,3.0,8.46,No,0.0
PRV57531,68,0,3.0,14.99,No,0.0
PRV57720,14,0,3.0,11.03,No,0.0
PRV51054,57,0,2.99,14.8,No,0.0
PRV51144,30,0,2.99,12.17,No,0.0
PRV51336,69,0,2.99,12.75,No,0.0
PRV51424,86,0,2.99,14.89,No,0.0
PRV51547,13,0,2.99,10.2,No,0.0
PRV53145,132,0,2.99,12.1,No,0.0
PRV53171,17,0,2.99,13.83,No,0.0
PRV53349,24,0,2.99,12.82,No,0.0
PRV54076,52,0,2.99,15.21,No,0.0
PRV54422,15,0,2.99,8.2,No,0.0
PRV54496,8,0,2.99,6.11,No,0.0
PRV55179,74,0,2.99,13.06,No,0.0
PRV56200,58,0,2.99,13.98,No,0.0
PRV56290,23,0,2.99,11.39,No,0.0
PRV56417,119,0,2.99,14.16,No,0.0
PRV56845,9,0,2.99,8.01,No,0.0
PRV51045,31,0,2.98,10.76,No,0.0
PRV51398,86,0,2.98,15.36,No,0.0
PRV52263,3,0,2.98,3.62,No,0.0
PRV52408,29,0,2.98,9.6,No,0.0
PRV53524,52,0,2.98,13.43,No,0.0
PRV53554,2,0,2.98,4.62,No,0.0
PRV54186,11,0,2.98,9.56,No,0.0
PRV54501,3,0,2.98,4.82,No,0.0
PRV55219,89,0,2.98,13.99,No,0.0
PRV55903,50,0,2.98,11.24,No,0.0
PRV51138,26,0,2.97,12.35,No,0.0
PRV51546,36,0,2.97,10.78,No,0.0
PRV52094,53,0,2.97,12.26,No,0.0
PRV52184,21,0,2.97,12.05,No,0.0
PRV52217,5,0,2.97,5.9,No,0.0
PRV53501,1,0,2.97,2.97,No,0.0
PRV53963,39,0,2.97,13.36,No,0.0
PRV55378,14,0,2.97,6.34,No,0.0
PRV55493,39,0,2.97,9.65,No,0.0
PRV57445,30,0,2.97,14.79,No,0.0
PRV57518,97,0,2.97,15.09,No,0.0
PRV57561,17,0,2.97,14.65,No,0.0
PRV51425,33,0,2.96,11.63,No,0.0
PRV51517,11,0,2.96,11.03,No,0.0
PRV52126,110,0,2.96,13.15,No,0.0
PRV52539,14,0,2.96,9.23,No,0.0
PRV53455,39,0,2.96,11.31,No,0.0
PRV54291,10,0,2.96,5.05,No,0.0
PRV54294,1,0,2.96,2.96,No,0.0
PRV57594,14,0,2.96,12.54,No,0.0
PRV57612,6,0,2.96,5.36,No,0.0
PRV57667,3,0,2.96,4.0,Yes,0.0
PRV51553,21,0,2.95,9.11,No,0.0
PRV51735,4,0,2.95,5.69,No,0.0
PRV52004,47,0,2.95,12.44,No,0.0
PRV52216,15,0,2.95,10.91,No,0.0
PRV52300,21,0,2.95,8.82,No,0.0
PRV53047,79,0,2.95,12.96,No,0.0
PRV53247,37,0,2.95,9.0,No,0.0
PRV53389,13,0,2.95,6.38,No,0.0
PRV53644,22,0,2.95,10.52,No,0.0
PRV54062,11,0,2.95,5.6,No,0.0
PRV54297,8,0,2.95,4.4,Yes,0.0
PRV54555,6,0,2.95,5.28,No,0.0
PRV55197,73,0,2.95,15.05,No,0.0
PRV56021,128,0,2.95,10.33,No,0.0
PRV56871,11,0,2.95,7.29,No,0.0
PRV56964,5,0,2.95,4.71,No,0.0
PRV57421,35,0,2.95,14.4,No,0.0
PRV51214,8,0,2.94,8.05,No,0.0
PRV51848,57,0,2.94,13.47,No,0.0
PRV52820,32,0,2.94,9.33,No,0.0
PRV53450,50,0,2.94,15.29,No,0.0
PRV54205,9,0,2.94,5.97,No,0.0
PRV54662,45,0,2.94,15.11,No,0.0
PRV55555,50,0,2.94,9.25,No,0.0
PRV51476,18,0,2.93,12.22,No,0.0
PRV51694,26,0,2.93,11.48,No,0.0
PRV51976,7,0,2.93,8.06,No,0.0
PRV52052,58,0,2.93,14.62,No,0.0
PRV52332,64,0,2.93,15.46,No,0.0
PRV52456,7,0,2.93,11.0,No,0.0
PRV52591,46,0,2.93,13.22,No,0.0
PRV53454,25,0,2.93,13.98,No,0.0
PRV53666,20,0,2.93,10.89,No,0.0
PRV55331,23,0,2.93,10.74,No,0.0
PRV55561,24,0,2.93,10.35,No,0.0
PRV56423,12,0,2.93,11.65,No,0.0
PRV56433,121,0,2.93,15.02,No,0.0
PRV57422,104,0,2.93,13.79,No,0.0
PRV57642,220,0,2.93,15.22,Yes,0.0
PRV51071,24,0,2.92,15.2,No,0.0
PRV51078,23,0,2.92,12.23,No,0.0
PRV52051,89,0,2.92,15.09,No,0.0
PRV52191,28,0,2.92,13.27,No,0.0
PRV52554,13,0,2.92,10.15,No,0.0
PRV52771,4,0,2.92,5.46,No,0.0
PRV53456,29,0,2.92,8.91,No,0.0
PRV54262,1,0,2.92,2.92,No,0.0
PRV54640,19,0,2.92,13.74,No,0.0
PRV56172,11,0,2.92,8.98,No,0.0
PRV56656,42,0,2.92,11.41,No,0.0
PRV56993,24,0,2.92,12.8,No,0.0
PRV57059,9,0,2.92,10.93,No,0.0
PRV51058,83,0,2.91,15.42,No,0.0
PRV51556,56,0,2.91,12.41,No,0.0
PRV52822,135,0,2.91,12.9,No,0.0
PRV52839,33,0,2.91,10.32,No,0.0
PRV52924,13,0,2.91,10.13,No,0.0
PRV52986,36,0,2.91,14.65,No,0.0
PRV53052,9,0,2.91,8.8,No,0.0
PRV54414,30,0,2.91,12.38,No,0.0
PRV54478,64,0,2.91,15.35,No,0.0
PRV54599,17,0,2.91,12.69,No,0.0
PRV54608,33,0,2.91,13.52,No,0.0
PRV55032,36,0,2.91,11.56,No,0.0
PRV55395,12,0,2.91,6.15,No,0.0
PRV55416,73,0,2.91,12.47,No,0.0
PRV56484,9,0,2.91,5.93,No,0.0
PRV57025,49,0,2.91,12.0,Yes,0.0
PRV57166,151,0,2.91,12.17,Yes,0.0
PRV51957,79,0,2.9,14.12,No,0.0
PRV52703,4,0,2.9,5.13,No,0.0
PRV52789,38,0,2.9,9.23,No,0.0
PRV52795,19,0,2.9,13.95,No,0.0
PRV53308,45,0,2.9,11.16,No,0.0
PRV54373,8,0,2.9,10.84,No,0.0
PRV54666,5,0,2.9,6.13,No,0.0
PRV56026,44,0,2.9,14.61,No,0.0
PRV56583,24,0,2.9,9.95,No,0.0
PRV56731,20,0,2.9,11.09,Yes,0.0
PRV57282,41,0,2.9,11.18,Yes,0.0
PRV52785,1,0,2.89,2.89,No,0.0
PRV53647,7,0,2.89,7.1,No,0.0
PRV53767,18,0,2.89,11.73,No,0.0
PRV54132,5,0,2.89,8.46,No,0.0
PRV54210,20,0,2.89,6.96,No,0.0
PRV54282,19,0,2.89,9.49,No,0.0
PRV54531,30,0,2.89,9.35,No,0.0
PRV54988,41,0,2.89,15.17,No,0.0
PRV55608,18,0,2.89,9.27,No,0.0
PRV55682,23,0,2.89,8.87,No,0.0
PRV56113,45,0,2.89,13.96,No,0.0
PRV56252,18,0,2.89,9.35,No,0.0
PRV56536,65,0,2.89,13.68,No,0.0
PRV57320,38,0,2.89,10.94,No,0.0
PRV57472,4,0,2.89,4.81,No,0.0
PRV51324,28,0,2.88,10.51,No,0.0
PRV51438,9,0,2.88,6.64,No,0.0
PRV51449,17,0,2.88,7.24,No,0.0
PRV51562,24,0,2.88,8.09,No,0.0
PRV51738,16,0,2.88,15.09,No,0.0
PRV52069,88,0,2.88,14.71,No,0.0
PRV52689,12,0,2.88,9.83,No,0.0
PRV53472,3,0,2.88,4.41,No,0.0
PRV53590,19,0,2.88,9.72,No,0.0
PRV53994,174,0,2.88,13.39,No,0.0
PRV54548,12,0,2.88,7.7,No,0.0
PRV55003,76,0,2.88,15.18,No,0.0
PRV55400,1,0,2.88,2.88,No,0.0
PRV55664,20,0,2.88,8.25,No,0.0
PRV56207,95,0,2.88,15.41,No,0.0
PRV56512,27,0,2.88,10.93,No,0.0
PRV57054,27,0,2.88,13.05,No,0.0
PRV51403,114,0,2.87,15.01,No,0.0
PRV51478,17,0,2.87,6.34,No,0.0
PRV51533,36,0,2.87,13.69,No,0.0
PRV52291,18,0,2.87,6.4,No,0.0
PRV52507,29,0,2.87,13.08,No,0.0
PRV54021,20,0,2.87,8.53,No,0.0
PRV54634,32,0,2.87,9.15,No,0.0
PRV55031,32,0,2.87,11.25,No,0.0
PRV55244,25,0,2.87,6.6,No,0.0
PRV56412,112,0,2.87,15.25,No,0.0
PRV56628,101,0,2.87,12.53,No,0.0
PRV56734,22,0,2.87,7.01,No,0.0
PRV56775,18,0,2.87,8.58,No,0.0
PRV57512,108,0,2.87,14.6,No,0.0
PRV57741,15,0,2.87,12.62,No,0.0
PRV51091,44,0,2.86,8.7,No,0.0
PRV51518,53,0,2.86,12.74,No,0.0
PRV51588,10,0,2.86,5.59,No,0.0
PRV52264,25,0,2.86,12.46,No,0.0
PRV52504,40,0,2.86,11.86,Yes,0.0
PRV52509,63,0,2.86,12.86,No,0.0
PRV53249,23,0,2.86,8.31,No,0.0
PRV53258,80,0,2.86,12.19,No,0.0
PRV53754,9,0,2.86,6.47,No,0.0
PRV54110,7,0,2.86,10.23,No,0.0
PRV54879,245,0,2.86,13.75,Yes,0.0
PRV55150,6,0,2.86,6.6,No,0.0
PRV55365,7,0,2.86,7.94,No,0.0
PRV55426,77,0,2.86,9.95,No,0.0
PRV55540,31,0,2.86,7.37,No,0.0
PRV56368,34,0,2.86,11.9,No,0.0
PRV56489,21,0,2.86,10.51,No,0.0
PRV56701,23,0,2.86,8.74,No,0.0
PRV57361,60,0,2.86,12.74,No,0.0
PRV57460,36,0,2.86,13.09,No,0.0
PRV57614,4,0,2.86,6.46,No,0.0
PRV52921,46,0,2.85,10.0,No,0.0
PRV53087,31,0,2.85,12.14,No,0.0
PRV53147,18,0,2.85,8.23,No,0.0
PRV53213,22,0,2.85,9.15,No,0.0
PRV53214,18,0,2.85,14.62,No,0.0
PRV53751,22,0,2.85,12.04,No,0.0
PRV53935,12,0,2.85,10.47,No,0.0
PRV54448,23,0,2.85,9.52,No,0.0
PRV54459,9,0,2.85,13.36,No,0.0
PRV55166,72,0,2.85,14.08,No,0.0
PRV56090,12,0,2.85,8.02,No,0.0
PRV56461,115,0,2.85,12.43,No,0.0
PRV57411,29,0,2.85,10.15,No,0.0
PRV57527,165,0,2.85,12.61,Yes,0.0
PRV51250,85,0,2.84,13.39,No,0.0
PRV51285,168,0,2.84,14.5,No,0.0
PRV51414,28,0,2.84,10.12,No,0.0
PRV52912,16,0,2.84,13.83,No,0.0
PRV54227,53,0,2.84,13.44,No,0.0
PRV54419,28,0,2.84,9.09,No,0.0
PRV55189,133,0,2.84,13.63,No,0.0
PRV55306,59,0,2.84,15.01,No,0.0
PRV57102,16,0,2.84,7.35,No,0.0
PRV57376,20,0,2.84,10.97,No,0.0
PRV57378,35,0,2.84,14.04,No,0.0
PRV57712,9,0,2.84,7.31,No,0.0
PRV57755,1,0,2.84,2.84,No,0.0
PRV51960,48,0,2.83,10.3,No,0.0
PRV51988,37,0,2.83,13.17,No,0.0
PRV52068,48,0,2.83,11.09,No,0.0
PRV52875,12,0,2.83,7.5,No,0.0
PRV52937,24,0,2.83,10.16,No,0.0
PRV53216,115,0,2.83,13.82,No,0.0
PRV53442,46,0,2.83,13.01,No,0.0
PRV53821,10,0,2.83,6.9,No,0.0
PRV54222,19,0,2.83,11.76,No,0.0
PRV54301,13,0,2.83,6.97,No,0.0
PRV55067,1,0,2.83,2.83,No,0.0
PRV55397,6,0,2.83,6.75,No,0.0
PRV57014,76,0,2.83,15.4,No,0.0
PRV57336,135,0,2.83,13.03,No,0.0
PRV57651,22,0,2.83,9.4,No,0.0
PRV51282,59,0,2.82,11.45,No,0.0
PRV51632,26,0,2.82,14.94,No,0.0
PRV51668,38,0,2.82,15.03,No,0.0
PRV52230,43,0,2.82,9.81,No,0.0
PRV52284,39,0,2.82,13.17,No,0.0
PRV52318,39,0,2.82,15.19,No,0.0
PRV52754,1,0,2.82,2.82,No,0.0
PRV52830,34,0,2.82,12.82,No,0.0
PRV52880,20,0,2.82,7.49,No,0.0
PRV52979,6,0,2.82,4.42,No,0.0
PRV53766,30,0,2.82,11.77,No,0.0
PRV56606,64,0,2.82,15.35,No,0.0
PRV56667,32,0,2.82,12.47,No,0.0
PRV56732,28,0,2.82,8.09,Yes,0.0
PRV56826,24,0,2.82,7.65,No,0.0
PRV51586,8,0,2.81,7.72,Yes,0.0
PRV51784,8,0,2.81,8.58,No,0.0
PRV52378,12,0,2.81,9.1,No,0.0
PRV53230,56,0,2.81,12.14,No,0.0
PRV54473,19,0,2.81,12.1,No,0.0
PRV55372,12,0,2.81,9.08,No,0.0
PRV55376,88,0,2.81,14.83,No,0.0
PRV56287,107,0,2.81,14.72,No,0.0
PRV56380,21,0,2.81,9.5,No,0.0
PRV56752,25,0,2.81,10.21,No,0.0
PRV57122,14,0,2.81,5.53,No,0.0
PRV57165,37,0,2.81,10.78,No,0.0
PRV51032,23,0,2.8,11.17,No,0.0
PRV51123,31,0,2.8,10.58,No,0.0
PRV51729,19,0,2.8,11.62,No,0.0
PRV52169,39,0,2.8,13.97,No,0.0
PRV52189,23,0,2.8,10.78,No,0.0
PRV53122,24,0,2.8,9.14,No,0.0
PRV53569,14,0,2.8,9.6,No,0.0
PRV54233,7,0,2.8,5.61,No,0.0
PRV54309,29,0,2.8,9.55,No,0.0
PRV55432,29,0,2.8,14.3,No,0.0
PRV55648,2,0,2.8,4.42,No,0.0
PRV55873,57,0,2.8,13.11,No,0.0
PRV55915,32,0,2.8,10.07,No,0.0
PRV56149,27,0,2.8,8.76,No,0.0
PRV56313,3,0,2.8,6.39,No,0.0
PRV56726,16,0,2.8,11.67,No,0.0
PRV57091,4,0,2.8,4.94,No,0.0
PRV57405,32,0,2.8,12.83,No,0.0
PRV57517,60,0,2.8,14.68,No,0.0
PRV51355,74,0,2.79,10.44,No,0.0
PRV51726,21,0,2.79,8.56,No,0.0
PRV52192,32,0,2.79,10.29,No,0.0
PRV52236,14,0,2.79,12.42,No,0.0
PRV52666,39,0,2.79,12.58,No,0.0
PRV53176,34,0,2.79,10.74,No,0.0
PRV54278,61,0,2.79,11.81,No,0.0
PRV54327,70,0,2.79,12.36,Yes,0.0
PRV54609,45,0,2.79,14.23,No,0.0
PRV55754,22,0,2.79,8.23,No,0.0
PRV56027,25,0,2.79,9.47,No,0.0
PRV57479,19,0,2.79,8.58,No,0.0
PRV51206,10,0,2.78,7.29,No,0.0
PRV51209,42,0,2.78,15.18,No,0.0
PRV52055,203,0,2.78,14.71,No,0.0
PRV52246,67,0,2.78,14.47,No,0.0
PRV52602,79,0,2.78,9.9,No,0.0
PRV52615,9,0,2.78,14.41,No,0.0
PRV52699,12,0,2.78,8.81,No,0.0
PRV52824,42,0,2.78,13.47,No,0.0
PRV52925,4,0,2.78,3.71,No,0.0
PRV53031,6,0,2.78,4.67,No,0.0
PRV53268,74,0,2.78,13.77,No,0.0
PRV53469,14,0,2.78,9.72,No,0.0
PRV53530,27,0,2.78,10.74,No,0.0
PRV53931,55,0,2.78,14.5,No,0.0
PRV54861,43,0,2.78,8.42,No,0.0
PRV55609,10,0,2.78,6.9,No,0.0
PRV55635,59,0,2.78,13.8,No,0.0
PRV55644,29,0,2.78,11.3,No,0.0
PRV55945,20,0,2.78,10.03,No,0.0
PRV56353,96,0,2.78,13.9,No,0.0
PRV56601,33,0,2.78,11.89,No,0.0
PRV57204,133,0,2.78,13.91,Yes,0.0
PRV51259,21,0,2.77,11.36,No,0.0
PRV51621,9,0,2.77,12.27,No,0.0
PRV53109,28,0,2.77,9.09,No,0.0
PRV53110,30,0,2.77,12.29,No,0.0
PRV54130,64,0,2.77,8.42,No,0.0
PRV54360,37,0,2.77,10.87,No,0.0
PRV54712,14,0,2.77,15.37,No,0.0
PRV55906,21,0,2.77,7.69,No,0.0
PRV55950,11,0,2.77,10.08,No,0.0
PRV56333,42,0,2.77,14.25,No,0.0
PRV56414,27,0,2.77,10.19,No,0.0
PRV56710,67,0,2.77,12.88,No,0.0
PRV56904,4,0,2.77,4.19,No,0.0
PRV57154,52,0,2.77,8.69,No,0.0
PRV51266,92,0,2.76,14.29,No,0.0
PRV51272,79,0,2.76,13.95,No,0.0
PRV51326,44,0,2.76,9.75,No,0.0
PRV51439,42,0,2.76,10.09,No,0.0
PRV51840,118,0,2.76,13.04,Yes,0.0
PRV51869,21,0,2.76,8.98,No,0.0
PRV52814,2,0,2.76,3.67,No,0.0
PRV52823,87,0,2.76,12.21,No,0.0
PRV52958,16,0,2.76,11.28,No,0.0
PRV53137,30,0,2.76,13.94,No,0.0
PRV53139,9,0,2.76,7.25,No,0.0
PRV53380,4,0,2.76,4.42,No,0.0
PRV53555,11,0,2.76,8.24,No,0.0
PRV54034,1,0,2.76,2.76,No,0.0
PRV54232,42,0,2.76,9.6,No,0.0
PRV54302,1,0,2.76,2.76,No,0.0
PRV55386,82,0,2.76,13.93,No,0.0
PRV55767,2,0,2.76,3.0,No,0.0
PRV57507,112,0,2.76,15.08,No,0.0
PRV51364,23,0,2.75,7.71,No,0.0
PRV51780,34,0,2.75,10.97,No,0.0
PRV51801,20,0,2.75,9.47,No,0.0
PRV52545,13,0,2.75,9.48,No,0.0
PRV53127,99,0,2.75,15.1,No,0.0
PRV54005,8,0,2.75,5.87,No,0.0
PRV54247,70,0,2.75,13.2,No,0.0
PRV54443,61,0,2.75,11.94,No,0.0
PRV56139,21,0,2.75,10.44,No,0.0
PRV56807,91,0,2.75,14.37,No,0.0
PRV57108,49,0,2.75,11.09,No,0.0
PRV52551,5,0,2.74,4.97,No,0.0
PRV52670,13,0,2.74,14.54,No,0.0
PRV52700,30,0,2.74,9.35,No,0.0
PRV52731,23,0,2.74,9.73,No,0.0
PRV53399,33,0,2.74,8.72,Yes,0.0
PRV53673,36,0,2.74,8.51,No,0.0
PRV53942,25,0,2.74,11.19,No,0.0
PRV55351,10,0,2.74,8.98,No,0.0
PRV55836,82,0,2.74,8.57,No,0.0
PRV56552,24,0,2.74,10.38,No,0.0
PRV56739,5,0,2.74,7.06,No,0.0
PRV57062,58,0,2.74,14.98,No,0.0
PRV57147,12,0,2.74,15.09,No,0.0
PRV51203,21,0,2.73,10.13,No,0.0
PRV51746,26,0,2.73,8.35,No,0.0
PRV52237,38,0,2.73,9.76,No,0.0
PRV52931,14,0,2.73,6.59,No,0.0
PRV54852,180,0,2.73,12.97,No,0.0
PRV54871,10,0,2.73,5.99,No,0.0
PRV55036,64,0,2.73,11.53,No,0.0
PRV55184,56,0,2.73,12.37,No,0.0
PRV55266,25,0,2.73,9.31,Yes,0.0
PRV55500,38,0,2.73,10.01,No,0.0
PRV56245,76,0,2.73,13.23,No,0.0
PRV56869,36,0,2.73,12.99,No,0.0
PRV56942,24,0,2.73,11.23,No,0.0
PRV56999,8,0,2.73,7.66,No,0.0
PRV57128,60,0,2.73,13.82,No,0.0
PRV57208,113,0,2.73,14.09,No,0.0
PRV57277,7,0,2.73,7.02,No,0.0
PRV57366,12,0,2.73,7.92,No,0.0
PRV57618,220,0,2.73,14.81,No,0.0
PRV57723,20,0,2.73,6.38,No,0.0
PRV57733,45,0,2.73,10.06,No,0.0
PRV51241,60,0,2.72,12.35,No,0.0
PRV51261,142,0,2.72,11.46,No,0.0
PRV51631,6,0,2.72,8.09,No,0.0
PRV52273,11,0,2.72,11.97,No,0.0
PRV52599,272,0,2.72,15.32,No,0.0
PRV52724,24,0,2.72,14.09,No,0.0
PRV52918,22,0,2.72,8.15,No,0.0
PRV53035,34,0,2.72,9.84,No,0.0
PRV53254,9,0,2.72,6.57,No,0.0
PRV53296,187,0,2.72,14.71,No,0.0
PRV53489,20,0,2.72,5.61,No,0.0
PRV54173,7,0,2.72,8.76,No,0.0
PRV54212,54,0,2.72,13.15,No,0.0
PRV54371,31,0,2.72,9.11,No,0.0
PRV54580,30,0,2.72,10.18,No,0.0
PRV55192,253,0,2.72,12.18,No,0.0
PRV56385,22,0,2.72,13.71,No,0.0
PRV56418,29,0,2.72,14.4,No,0.0
PRV56742,35,0,2.72,8.29,No,0.0
PRV56860,3,0,2.72,5.35,No,0.0
PRV56889,50,0,2.72,11.73,No,0.0
PRV57148,83,0,2.72,9.26,No,0.0
PRV57646,25,0,2.72,10.68,No,0.0
PRV51210,9,0,2.71,8.68,No,0.0
PRV51229,47,0,2.71,11.63,No,0.0
PRV51568,58,0,2.71,14.17,No,0.0
PRV51741,35,0,2.71,8.91,No,0.0
PRV51781,24,0,2.71,6.91,No,0.0
PRV53237,8,0,2.71,7.8,No,0.0
PRV53444,27,0,2.71,5.94,No,0.0
PRV53722,6,0,2.71,4.34,No,0.0
PRV53917,200,0,2.71,13.84,No,0.0
PRV54171,72,0,2.71,12.45,No,0.0
PRV54184,10,0,2.71,5.92,No,0.0
PRV54220,32,0,2.71,13.03,No,0.0
PRV54388,76,0,2.71,10.92,Yes,0.0
PRV54427,62,0,2.71,14.48,No,0.0
PRV54610,45,0,2.71,10.87,No,0.0
PRV54959,95,0,2.71,12.79,No,0.0
PRV55333,51,0,2.71,10.92,No,0.0
